cv73krn,0.05
cv7cdnp,0.03
cv7cnr6,-0.09
cv7h1fz,0.02
cv7ovmy,-0.02
cv7xjwc,0.01
cv7xy5u,-0.05
cv66j5p,-0.07
cv6fc8x,0.07
cv6g27q,-0.02
cv6ggq9,0.01
cv6hbcy,-0.05
cv6hffq,0.00
cv7xrgi,-0.09
cv82i34,-0.08
cv83k5m,-0.01
cv7vfxu,0.04
cv7vmy2,-0.06
cv7wczd,0.06
cv9urvi,-0.00
cva5snk,-0.04
cva6lg7,0.02
cva78ws,-0.04
cva7shv,-0.08
cva8icv,0.02
cva8mkc,-0.00
cva8qs6,-0.04
cva99mv,0.13
cva9wd9,-0.04
cvaajn9,0.03
cvaaz58,-0.01
cvab8om,-0.04
cvabp5s,-0.08
cv84z66,-0.02
cv8a9xe,-0.00
cv8as8t,0.01
cv8b054,0.12
cv8bnsy,-0.05
cv8cfic,-0.10
cv8cunm,-0.05
cv8irqg,-0.11
cv8ixzm,0.01
cv8jly3,-0.10
cv8jr5u,-0.02
cv8k5po,0.04
cv8j8wz,-0.02
cv8jw35,0.02
cv8jzro,0.02
cv8k3aj,0.04
cv8k5v3,-0.10
cv9xp3b,0.02
cv9xqp0,-0.04
cv9yls4,0.02
cv9xnz9,0.02
cv9y4j6,0.06
cvbc5ca,0.00
cvbc9qy,0.02
cvbcn45,-0.02
cvbdf0s,-0.06
cvaehyx,0.00
cvaerhz,-0.06
cvafbfb,0.02
cvag112,0.03
cvb45ky,0.01
cvb4ed6,0.03
cvbgtpf,-0.06
cvbk7b1,-0.06
cvbb9h6,-0.17
cvbkyog,-0.00
cvbqxz0,-0.03
cvbrj5e,0.01
cvbaepr,-0.03
cvbk8y6,-0.10
cvbldia,0.01
cvbm1go,-0.00
cvbm83a,0.00
cvbmgbc,-0.02
cvbncr5,0.04
cvbo606,-0.00
cvbor7i,-0.14
cvbqcc2,-0.02
cvbqhfo,-0.08
cvbjg97,-0.09
cvblhcc,-0.02
cvblmwq,0.01
cvbm2sn,-0.01
cvbmeam,0.01
cvbndw6,-0.00
cvbp7d9,0.02
cvbpl8y,-0.11
cvbps3k,-0.01
cvbq938,-0.17
cvbrabs,-0.05
cvbfxme,-0.00
cvbjfym,-0.02
cvbl90r,0.01
cvbmas1,-0.01
cvbnh3b,-0.09
cvbpanl,-0.05
cvbpex5,-0.05
cvbaasp,0.03
cvbagvg,0.03
cvcw636,-0.09
cvd2wzb,0.01
cvd30sg,-0.02
cvcuk9m,0.04
cvcvdcg,-0.01
cvcvrnk,0.01
cvdvshm,-0.01
cve61im,0.00
cve8j73,0.01
cvejwyy,-0.08
cvek20i,-0.00
cvdvf93,0.00
cvdvhht,0.00
cvdvo68,0.00
cvdw0i8,-0.00
cvdwq68,-0.01
cvfwip4,-0.04
cvg21an,0.01
cvg305q,-0.03
cvg39gy,0.04
cvg3j44,-0.02
cvg4b98,-0.03
cvg4n1p,0.02
cvg5dfq,0.00
cvg70qe,0.00
cvg7mu7,0.00
cvg7v6w,-0.06
cvg8306,-0.09
cvfy5sk,-0.08
cvg34cx,0.16
cvgb3jy,-0.00
cvgcoil,-0.05
cvgd02k,0.05
cvgep5z,-0.00
cvgeuqc,-0.05
cvggec0,0.01
cvggpei,-0.04
cvghp06,-0.03
cvgi119,-0.06
cvhjzl1,-0.10
cvfs3mf,0.04
cvfs91u,0.01
cvfsawj,-0.00
cvfsuqi,0.07
cvfswle,0.05
cvftbqq,0.03
cvftci0,0.02
cvftzjg,0.01
cvfu5ar,-0.13
cvfyut4,-0.00
cvfvv3l,-0.08
cvg7evk,-0.00
cvguuvc,-0.00
cvkjlr9,-0.02
cvkjund,-0.05
cvkku91,0.02
cvklj9w,-0.05
cvkln8y,0.05
cvkm0d3,0.01
cvkmdd1,-0.00
cvfxri4,-0.11
cvfxxjo,0.03
cvgbcvn,0.03
cvgz60w,-0.11
cvfxogj,-0.05
cvfxr4f,-0.02
cvfxz4i,-0.00
cvgzx77,-0.16
cvh31qo,0.03
cvh3hqw,0.01
cvh4it6,0.01
cvh5gdb,-0.05
cvhah6u,-0.04
cvhbd1x,-0.08
cvgwswc,0.04
cvgx5lk,0.04
cvgzpf5,0.01
cvh177r,-0.05
cvh1nuy,0.04
cvh1smi,-0.01
cvh2a2z,-0.04
cvhtrid,-0.03
cvhvdkf,0.03
cvhvwrj,-0.07
cvhz6m2,0.00
cvi62z6,-0.04
cvi6oxl,0.02
cvi6u3q,-0.06
cvi720j,-0.01
cvhyxpl,-0.05
cvi07dh,0.01
cvi18om,-0.07
cvi3247,-0.02
cvi49og,-0.00
cvi4ov0,-0.06
cvi5u0g,-0.05
cvi63y6,-0.00
cvj7rqc,0.00
cvjgc2d,-0.07
cvjgqoc,-0.03
cvj801d,-0.07
cvjgh6m,0.03
cvjglzi,-0.06
cvjc70m,0.03
cvjfwjk,0.04
cvjg4ec,0.01
cvjg8za,0.02
cvjger1,-0.05
cvjgt3i,-0.07
cvjguz4,0.02
cvjgwbf,-0.06
cvjc7hm,0.04
cvjiazz,0.00
cvjmoea,-0.08
cvjw5hf,-0.02
cvkduc6,0.04
cvq61w9,-0.02
cvq68ui,-0.02
cvmtcn3,-0.01
cvmteci,0.00
cvmtljx,0.00
cvmudt4,0.00
cvmuv6r,-0.05
cvmwyn0,-0.04
cvmzolv,0.02
cvn3co7,-0.01
cvmzfse,-0.01
cvn1a7u,-0.02
cvn2lgj,-0.04
cvn2riw,-0.04
cvn33mp,-0.04
cvn3jre,-0.10
cvn4kex,-0.11
cvn83na,0.04
cvp1p2c,-0.04
cvp24ja,-0.03
cvp7vu4,-0.09
cvp8wwy,-0.17
cvpde6x,-0.12
cvpeta3,-0.00
cvoxeb3,0.00
cvoymj1,0.01
cvp8cg8,0.02
cvpchxv,0.00
cvpcpft,0.00
cvpd7kz,-0.08
cvpkgf6,0.04
cvozz5a,-0.16
cvp6jpk,0.00
cvp8daf,-0.13
cvp9kf9,-0.00
cvpb8ed,-0.04
cvq1di6,0.00
cvq6fjk,0.02
cvqcfc2,-0.05
cvqrbz3,-0.02
cvqrqph,0.00
cvq21yg,-0.03
cvq3jw4,-0.01
cvq4da5,-0.09
cvq51e5,-0.08
cvq5tj1,-0.09
cvs7wrg,0.03
cvskpl3,0.02
cvsr5ja,-0.08
cvqkbm8,-0.07
cvqkkuj,-0.03
cvqv51x,-0.02
cvs8g5o,-0.05
cvs8jbo,0.04
cvs8q1x,-0.00
cvs8tnr,0.03
cvslerb,-0.05
cvs8b9h,-0.07
cvs8he2,-0.01
cvs8see,-0.04
cvs8u7j,-0.04
cvs8v9r,0.03
cvsatg8,0.05
cvsazs0,0.02
cvsbgll,-0.09
cvsg8gb,-0.02
cvsjbpm,-0.11
cvslf01,0.02
cvsmtil,0.02
cvsfr63,-0.07
cvsiu8f,0.06
cvsts0i,-0.11
cvsvugb,-0.04
cvsw6oo,-0.03
cvsy8bc,-0.00
cvsyuke,-0.14
cvsyy7e,-0.05
cvszhsd,0.01
cvs7z3i,-0.11
cvs8ccg,-0.07
cvs8f7s,-0.05
cvs8m4c,0.04
cvs8p1f,0.06
cvs8vx1,0.00
cvs89j2,-0.11
cvs8gxo,-0.11
cvs8kq0,0.00
cvs8nwy,0.01
cvs8prn,-0.05
cvs8ryu,-0.02
cvs8z7s,-0.07
cvs92ym,-0.11
cvstt70,-0.04
cvsvr2g,0.03
cvsvwuy,-0.03
cvsxaph,-0.08
cvs8cij,-0.15
cvs8kx7,0.05
cvthcdh,-0.12
cvtt1px,0.00
cvttalx,-0.02
cvtu0xx,0.06
cvtve8r,-0.02
cvtvtte,-0.00
cvtwhej,-0.04
cvtxfq7,-0.03
cvtyq4k,0.01
cvtzrhj,-0.05
cvu0gbm,-0.04
cvtjlr3,-0.01
cvtmqq9,0.00
cvtnddy,-0.00
cvto64m,-0.04
cvtpsf1,0.00
cvtq1nz,0.01
cvtqchd,0.00
cvtqgaa,-0.01
cvtqpgk,0.06
cvtqtc3,-0.05
cvtqx7g,-0.02
cvtyn5z,-0.04
cvu008n,0.10
cvu0b07,0.03
cvu0ixx,-0.05
cvu0wsb,0.00
cvu176g,0.02
cvu1nq7,-0.12
cvu2kfx,-0.04
cvu9h3q,-0.09
cvubi02,0.02
cvu0dcx,-0.05
cvu3dxj,0.05
cvu5fwt,-0.03
cvu5q1d,-0.10
cvugw2u,-0.06
cvu7eko,-0.00
cvu9rpz,0.05
cvuaxub,-0.07
cvuc6m1,0.00
cvucfhw,-0.04
cvue15e,0.03
cvues9z,-0.02
cvuh56v,-0.06
cvui3lq,0.02
cvuit3d,0.05
cvuizas,-0.17
cvuuheg,-0.20
cvuuro6,0.01
cvtys2s,-0.11
cvu06qp,-0.07
cvu0ifz,-0.05
cvu1bto,-0.00
cvu28pz,-0.02
cvu32bx,0.01
cvu3b5f,-0.01
cvu3euy,-0.02
cvu3kzw,0.02
cvu3q5s,-0.16
cvtw1qv,-0.10
cvtxera,-0.00
cvtxin5,-0.06
cvtxyhs,-0.02
cvty03c,0.04
cvtutr9,-0.11
cvu0pb9,-0.04
cvu2w2t,-0.04
cvu5u91,-0.06
cvu71w9,-0.02
cvu7ywg,0.01
cvu8b9v,0.05
cvu8ibp,0.02
cvua26q,0.00
cvuagqz,-0.07
cvubb1k,0.00
cvud68c,-0.07
cvv1xno,0.00
cvw7si5,-0.06
cvw9cmc,-0.00
cvwa9dr,-0.06
cvwcbr5,0.05
cvwdnbq,0.01
cvwdt8j,0.02
cvwek54,0.02
cvwf54p,0.15
cvwhfl6,-0.03
cvwhm4k,0.03
cvwim6x,-0.05
cvwjnc2,0.02
cvw8duz,0.03
cvwbh85,-0.08
cvwcn5t,0.02
cvwifoi,-0.04
cvwj2vp,0.05
cvwjydw,-0.04
cvwkbgh,0.05
cvwkdwk,-0.02
cvwrfei,-0.01
cvx4so9,0.00
cvycdhd,0.01
cvyf8j7,-0.00
cvyk9md,0.01
cvym295,-0.09
cvyrcoy,-0.02
cvz8a10,-0.08
cvzb5st,-0.03
cvzkrmm,-0.09
cw0fjzv,0.00
cw0rho9,-0.02
cw0xsq1,-0.03
cvyc6bd,0.00
cvycb76,0.06
cvycfjf,-0.03
cvyi3v3,-0.05
cvyi95u,0.02
cvyicaw,0.02
cvyj4ia,0.00
cvylndb,0.02
cvym2at,-0.07
cvymtek,0.02
cvymxnt,0.02
cvyg7ju,-0.15
cvygr52,-0.14
cvyh4lz,-0.07
cvyh90g,-0.11
cvyhtzt,-0.04
cvyid10,-0.00
cvzvgku,0.02
cvzvsnx,-0.11
cvzyk1u,0.01
cw0adwq,0.00
cvzut8p,-0.05
cvzuy8y,-0.01
cw09zm8,0.03
cw0a0lx,-0.00
cw0w1ug,0.00
cw0wccd,-0.04
cw0x1zi,-0.02
cw0zm5j,-0.02
cw10j65,-0.00
cw10sm5,-0.04
cw12xfq,-0.04
cw13obb,0.02
cw1452f,0.04
cw170ld,0.02
cw3900i,0.01
cw39qos,0.02
cw3a0r7,0.02
cw3ammc,0.04
cw3atbs,0.04
cw3b9ky,-0.05
cw3bfqx,-0.04
cw3bupr,-0.00
cw3877y,-0.09
cw38vf8,0.09
cw393cp,0.01
cw396x5,-0.00
cw3ac4o,-0.03
cw3d1wm,-0.05
cw3dcmy,-0.03
cw3de9a,0.00
cw4603v,0.01
cw48sj6,0.02
cw490cl,-0.16
cw49cm4,-0.05
cw46cfz,-0.03
cw4x65x,0.05
cw4x7zb,0.02
cw4xc5h,-0.02
cw4xero,-0.03
cw50tk0,-0.15
cw52dnn,-0.07
cw53x1v,0.02
cw54iof,-0.13
cw5ilg6,-0.07
cw5kbpw,-0.05
cw65we1,0.04
cw52569,-0.07
cw553dl,-0.11
cw55a9f,0.00
cw55urd,-0.04
cw56fm1,0.00
cw56lpb,-0.02
cw576tg,0.00
cw51v8c,0.00
cw51xgd,0.03
cw52g2a,-0.13
cw52vk3,-0.15
cw53387,-0.11
cw53c0x,-0.11
cw56uup,0.03
cw57tgv,-0.00
cw52841,-0.02
cw5339t,-0.02
cw53ejz,-0.01
cw53vr1,-0.05
cw546tk,-0.21
cw54kmv,-0.04
cw54yh4,0.01
cw567aw,-0.10
cw66tiy,-0.19
cw6mvks,-0.09
cw65qlt,-0.06
cw66p5a,-0.05
cw6i0zx,-0.06
cw6i4w0,0.03
cw6j6tl,0.01
cw6pw69,-0.04
cw6qeh4,-0.02
cw6lbyn,0.05
cw6p7sz,-0.04
cw6s9nc,-0.11
cw6xbkx,-0.07
cw984zs,-0.06
cw989qf,0.02
cw993oc,-0.00
cw99cvo,0.02
cw9a4j7,-0.03
cw9ievw,0.02
cw9jerg,-0.00
cw9kbie,-0.02
cw9kulc,-0.05
cw9lnm9,-0.02
cw9lrpa,0.08
cw9c7m3,-0.08
cw9cjsf,-0.07
cw9dgm4,-0.11
cw9e087,-0.05
cw9i672,-0.06
cw9jnlz,-0.04
cw9kb1n,0.00
cw9kx15,0.01
cw9l9xa,0.03
cw9llgb,-0.02
cwaiygy,-0.12
cwankzi,-0.02
cwaw98i,-0.01
cwaju63,0.02
cwalh32,-0.04
cwalmw1,-0.05
cwalwsa,0.02
cwb7lth,-0.11
cwb7vzh,-0.09
cwb89zr,-0.16
cwb8j8w,-0.08
cwb966l,-0.05
cwb9pnm,0.03
cwbaa9t,-0.07
cwbc59k,0.01
cwbchmw,0.03
cwce4dh,-0.05
cwcfesp,0.06
cwb77ig,0.06
cwb7o0f,-0.02
cwb83bx,-0.09
cwb842d,-0.04
cwb9qv6,0.04
cwbahml,-0.16
cwbasfw,-0.07
cwbbbvq,-0.01
cwbd4w1,0.00
cwbdn3r,-0.01
cwbehww,-0.11
cwbjjwl,-0.02
cwc50s4,-0.05
cwc6z4y,0.02
cwbeqkf,-0.04
cwbex97,0.04
cwbfo8h,0.02
cwbn83y,0.05
cwbnfxl,0.20
cwbmwc2,-0.08
cwbn4yf,-0.05
cwbq8cp,-0.08
cwbrhx0,-0.00
cwbss19,0.02
cwc6whi,-0.01
cwbm0cn,0.02
cwbofa9,0.02
cwbm3qp,0.01
cwbmnri,0.00
cwbnfcg,-0.03
cwbnrir,-0.05
cwbo2tw,0.00
cwbo4g9,-0.04
cwbojb3,-0.07
cwbp0l0,0.01
cwbru0c,0.00
cwbsxse,-0.15
cwby9ou,0.16
cwcap17,-0.00
cwcgnpt,-0.05
cwcmou4,0.02
cwcq6ok,-0.07
cwd0174,0.03
cwd36vj,-0.09
cwd4r8c,-0.08
cwd5czg,-0.17
cwbott5,-0.05
cwbqk4p,-0.00
cwbrptg,-0.00
cwg1w1n,0.02
cwg2qc3,-0.01
cwgcgvt,-0.16
cwglp41,-0.01
cwgpoi5,-0.03
cwh2mmo,-0.10
cwhgvky,-0.03
cwhhpni,-0.01
cwhhynl,-0.08
cwhm1ac,0.07
cwhn08o,-0.20
cwg2z47,-0.16
cwg6uon,0.03
cwg9nwp,0.02
cwg9xl3,-0.00
cwh6p1t,-0.13
cwh7ue7,0.01
cwh7xi0,0.01
cwh86rv,0.04
cwhgcm9,0.00
cwhj3k4,0.00
cwhkpqb,0.00
cwhkse1,-0.04
cwhlrof,0.01
cwhnf7u,0.00
cwhornx,-0.00
cwhovlc,-0.04
cwlp0ez,-0.05
cwh7b8s,-0.11
cwhf5ap,0.02
cwhff92,-0.05
cwhfywc,0.01
cwhg819,-0.05
cwhgd5r,0.15
cwhgpq9,-0.04
cwhh2p8,0.03
cwhhq4z,0.01
cwhi5tc,0.11
cwhibou,-0.10
cwhil8h,-0.07
cwhji3g,-0.02
cwhjmpg,0.00
cwhk0xn,0.02
cwhkbbb,-0.14
cwld3c1,-0.01
cwld6f2,0.04
cwldeue,-0.03
cwldpit,-0.11
cwle0fk,-0.02
cwle28b,0.03
cwle495,-0.07
cwle832,-0.09
cwle8p1,-0.02
cwlecms,-0.02
cwldp06,-0.01
cwldxq7,-0.05
cwle2y3,-0.01
cwlcjw7,-0.03
cwlcqzr,0.06
cwleyd0,0.03
cwlf1b2,0.06
cwllrkm,0.02
cwp2s7c,-0.00
cwp3886,-0.10
cwp3gzo,-0.03
cwp3zc2,-0.10
cwpurvh,-0.05
cwpz3ge,-0.01
cwlc9sp,0.00
cwlccti,-0.00
cwlcqup,0.04
cwlcu18,-0.07
cwlcw83,-0.03
cwlcyrk,0.04
cwldcto,-0.04
cwldr1m,-0.03
cwldu8v,-0.02
cwlefjg,-0.04
cwld1vc,0.02
cwld872,0.02
cwle4hn,-0.00
cwlcgnn,-0.02
cwlco4o,-0.08
cwlfek4,-0.02
cwlfidk,-0.10
cwlfx8p,-0.03
cwljqmf,-0.14
cwlk7l0,-0.02
cwllwe0,-0.01
cwlm71b,-0.06
cwlnqcb,-0.01
cwlx5r5,0.04
cwlxhpu,0.03
cwlxty1,-0.06
cwly6ni,0.00
cwm6fib,-0.07
cwmayo2,0.05
cwlwvk6,-0.01
cwlxdc3,0.04
cwlzx9c,-0.04
cwm0aim,-0.00
cwm0shw,0.02
cwm0x9e,-0.06
cwm27i4,-0.05
cwm5bvl,-0.07
cwm6ti1,-0.09
cwm83yn,-0.01
cwma5dn,0.00
cwmawah,0.02
cwmb05s,0.05
cwmbg19,-0.07
cwlxss4,-0.05
cwm57h2,-0.09
cwm5nhk,0.02
cwm63h3,0.08
cwm84jj,0.06
cwm8fjb,-0.01
cwm9shs,-0.00
cwmbqi4,-0.17
cwm8914,0.02
cwm8bq1,-0.09
cwm8f77,0.02
cwm8rls,-0.00
cwm8yvk,0.01
cwm8zr1,0.00
cwm91iy,0.03
cwm93nx,0.07
cwm9fuh,-0.04
cwm8s8o,-0.04
cwm8vaw,-0.13
cwm8ztv,-0.11
cwm91vb,-0.09
cwm95j9,-0.02
cwm99ai,-0.00
cwm9eua,-0.06
cwm9m08,0.05
cwr0c7y,-0.04
cwr10ix,-0.06
cwr6xm9,0.02
cwraiik,-0.08
cwrmtdp,-0.06
cwrn600,-0.04
cws4m79,-0.11
cwsjhtw,-0.10
cwsx7p3,-0.11
cwszbl4,-0.02
cws3fx8,-0.06
cws96w7,-0.02
cwsb1jh,-0.06
cwsbkk9,0.06
cwsbqey,-0.05
cwsbyvb,0.06
cwrvmjf,-0.03
cwrvtob,0.04
cws1ypc,-0.05
cws2n2d,-0.01
cws2xwg,0.04
cwsmpxa,-0.05
cwsnvld,-0.11
cwsp06j,-0.11
cwrukfh,-0.01
cwrza6a,-0.02
cwrzgna,0.03
cws0otv,-0.03
cws13yq,0.01
cws2ay6,-0.01
cws7bca,0.04
cws7pk0,0.04
cwsff87,-0.07
cwsi3jj,-0.07
cwslxth,0.00
cwtvus9,0.00
cwu0nvg,-0.08
cwse7c0,-0.00
cwseg9z,-0.00
cwsejvr,-0.02
cwselh9,0.00
cwsx1po,-0.02
cwsyg82,-0.01
cwt9stb,-0.01
cwtfx66,-0.02
cwtj2p7,0.08
cwtjxut,0.02
cwtlole,-0.01
cwu19ei,-0.03
cwu1ffz,-0.07
cwuogs6,-0.07
cwuoy7r,0.00
cwupnw6,0.00
cwuptsg,0.04
cwxss65,0.01
cwxt49u,0.07
cwsx3yw,-0.04
cwsykmh,-0.07
cwt0ky2,-0.11
cwtiqqd,0.00
cwts8fq,-0.05
cwu31p2,0.00
cwu6ubx,-0.07
cwubx1x,-0.07
cwuc6y1,-0.03
cwuf5qt,0.03
cwug32y,0.00
cwtijch,-0.00
cwtmdr6,-0.11
cwtmpae,-0.06
cwtp4hu,-0.06
cwtpvlx,-0.00
cwtq0es,0.01
cwtqfzf,-0.04
cwtr3vb,-0.06
cwu8e9k,-0.07
cwu99et,-0.11
cwu9hiy,-0.01
cwuf4vq,-0.01
cwuipnt,0.01
cwul2lj,0.14
cwurx5l,-0.01
cwu8bj1,-0.04
cwua0h8,0.03
cwua95a,-0.04
cwuai3w,0.04
cwuazcl,-0.08
cwucx3e,0.03
cwud18r,-0.02
cwxzu24,-0.07
cwy89vn,0.17
cwxq1tn,0.01
cwxtocy,-0.13
cwyauh3,0.01
cwyb27v,-0.04
cwybrp8,-0.10
cwycca3,-0.09
cwynfm5,0.10
cwyb166,0.02
cwyb5il,-0.06
cx0dtgt,-0.04
cx0f4dp,-0.03
cx0g93l,0.02
cx0ced4,-0.09
cx0frlz,-0.04
cx0g2lp,-0.03
cx0f00z,-0.01
cx0fj6u,0.02
cx0h6xr,-0.17
cx0gl9r,0.03
cx0hyej,-0.05
cx0mpbb,0.06
cx2iu1t,0.01
cx2ktln,-0.04
cx2l1gn,0.01
cx2jt28,0.05
cx2yp6v,-0.02
cx3axtz,-0.02
cx3tqwf,-0.06
cx3tu3x,-0.09
cx3txdl,-0.04
cx3u1jp,-0.14
cx3u4pe,-0.00
cx3ugfx,-0.04
cx3unii,-0.11
cx3v9jj,-0.18
cx3nt4l,0.08
cx3o2sl,0.04
cx3ooa9,0.04
cx3osl7,0.05
cx3oxss,-0.04
cx3ph6d,0.00
cx4yf30,-0.04
cx4yqxx,0.00
cx4yuea,0.02
cx4z2gk,-0.02
cx4z5dh,0.03
cx4vy3t,-0.04
cx4w7t6,0.01
cx4wo7n,-0.06
cx4x1sp,-0.09
cx4ymk1,-0.04
cx88bxy,-0.12
cx8ok7d,-0.01
cx8sggx,0.02
cx8skqr,-0.09
cx8u20d,0.01
cx8uezr,-0.03
cx8wawz,0.04
cx8b54x,0.01
cx8cfat,0.04
cx8duwc,-0.01
cx8grqy,0.01
cx8m5mm,0.01
cx8v91t,-0.03
cx91cuz,0.00
cx95x76,-0.01
cx8zywt,-0.05
cx901yr,0.00
cx90a4t,-0.04
cx90ljf,0.00
cx93996,-0.12
cx948js,0.11
cx94efh,0.02
cx94ofi,-0.03
cx94ybe,-0.15
cx95cl0,0.02
cx95dyf,0.00
cx96ef7,-0.08
cx9iazu,-0.00
cx9irae,-0.13
cx9j16l,-0.03
cx9jds2,-0.05
cx9uiob,-0.06
cx9vl85,-0.13
cxaiybs,0.01
cxajgr6,-0.09
cxamlfz,-0.03
cxa7nx4,0.04
cxag4bg,0.01
cxahbd9,-0.13
cxb26js,-0.07
cxa7vin,-0.07
cxauglu,-0.05
cxauvt5,-0.01
cxbhr4x,0.02
cxbhztw,0.00
cxbj0ri,-0.10
cxbjjon,0.02
cxbjlds,-0.01
cxbjr7e,0.01
cxbjvr9,0.02
cxbhnjy,-0.04
cxbr254,0.04
cxbr78l,0.03
cxbsp4x,-0.01
cxbtm6c,0.07
cxbu0vv,-0.07
cxbu7ti,0.06
cxcj87x,-0.07
cxcq4sj,-0.12
cxcqasb,0.07
cxcqdd9,0.00
cxcqhl1,-0.07
cxctb83,0.00
cxcwz62,-0.06
cxcxxrt,-0.13
cxd1qcz,-0.10
cxd1tja,0.01
cxd2c7m,-0.01
cxd35vx,-0.02
cxcjfcu,-0.01
cxck4yn,-0.03
cxckrsk,-0.04
cxcmnku,0.02
cxcmzm2,0.01
cxco7ew,-0.13
cxcobjl,-0.05
cxcqybo,-0.11
cxd0wlu,-0.05
cxdgigv,0.02
cxdka5q,-0.01
cxdoyul,-0.04
cxeaq6q,-0.02
cxec8iu,-0.06
cxea8qt,-0.01
cxeajmf,0.07
cxh5nzk,-0.10
cxh73c0,0.05
cxhaipq,-0.07
cxhbeqd,0.02
cxhduyt,0.01
cxhnld0,-0.03
cxhnv18,-0.08
cxhre8z,-0.01
cxhuve4,-0.02
cxh7dky,-0.01
cxh7oga,-0.04
cxh80zh,-0.14
cxha2lg,0.03
cxhbkln,-0.04
cxhd9y7,0.03
cxhdbss,-0.10
cxhdvrg,-0.03
cxhel8a,-0.07
cxhygm5,-0.13
cxhz5hi,0.02
cxi0ngq,-0.02
cxi1jmf,-0.00
cxi7f9r,-0.00
cxi7ubl,-0.02
cxi83m7,-0.02
cxigo9h,0.01
cxihw62,0.01
cxhx5dd,-0.05
cxhx8uk,0.05
cxhxdpj,-0.01
cxhxr1u,0.01
cxhxvnq,0.01
